tweets,label,preprocess_tweets
"Simon Stevens, the boss of the NHS England is clear: leaving Europe would be dangerous for our NHS. #bbcqt https://t.co/AJ7F2s98X6",leave,simon stevens the boss of the nhs england is clear : leaving europe would be dangerous for our nhs <hashtag> <url>
Business expert @Lord_Sugar explains in under 3 minutes why we must remain in Europe: https://t.co/OuJHUeupLj #bbcqt,stay,business expert explains in under <number> minutes why we must remain in europe : <url> <hashtag>
Former CRE head is clear - leaving Europe will NOT solve immigration issues: https://t.co/BVEeqk3sVi https://t.co/NC9OzKSEn1 #bbcqt,leave,former cre head is clear - leaving europe will not solve immigration issues : <url> <url> <hashtag>
"RT @wdjstraw: PM: ""What sort of country do we want to be? I want to be a country that works with others"" #StrongerIn #VoteRemain #bbcqt",stay,"rt : pm : "" what sort of country do we want to be i want to be a country that works with others "" <hashtag> <hashtag> <hashtag>"
"Inside the EU, British business can sell to 500 million consumers. More trade means more jobs. #Strongerin https://t.co/JQ5khfiKjw #bbcqt",stay,inside the eu british business can sell to <number> million consumers more trade means more jobs <hashtag> <url> <hashtag>
Former UN chief Kofi Annan: we shouldn't isolate ourselves by leaving EU https://t.co/UhENti92G9 https://t.co/hu0OFNfG0H #bbcqt,leave,former un chief kofi annan : we shouldn't isolate ourselves by leaving eu <url> <url> <hashtag>
"Britain doesn't quit. We stay, we fight and we lead. #bbcqt https://t.coUDTUWV288Z",stay,britain doesn't quit we stay we fight and we lead <hashtag> <url>
Being in the EU magnifies the UK’s influence &amp; voice in the world. #Strongerin https://t.co/q11ORhjJFq #bbcqt,stay,being in the eu magnifies the uk ’ s influence amp ; voice in the world <hashtag> <url> <hashtag>
"RT @StrongerInPress: All the experts are clear - leaving will damage our economy, and there's no going back. Businesses and workers are bet…",stay,rt : all the experts are clear - leaving will damage our economy and there's no going back businesses and workers are bet …
Car manufacturers from Ford to Nissan and Honda all say UK is better off IN Europe. https://t.co/o9PcwO0yQw https://t.co/iFc3bCBPP1 #bbcqt,leave,car manufacturers from ford to nissan and honda all say uk is better off in europe <url> <url> <hashtag>
Remain for more jobs &amp; a stronger economy. Vote leave &amp; not even Leave campaign can tell you what you'll get. https://t.co/kpJv3QvsK5 #bbcqt,stay,remain for more jobs amp ; a stronger economy vote leave amp ; not even leave campaign can tell you what you'll get <url> <hashtag>
"RT @wdjstraw: PM: ""No going back when you walk through that door"". The #EUreferendum is irreversible #StrongerIn #VoteRemain #bbcqt",stay,"rt : pm : "" no going back when you walk through that door "" the <hashtag> is irreversible <hashtag> <hashtag> <hashtag>"
"Global financial authority the IMF say leaving Europe will be ""pretty bad to very very bad"" for the UK: https://t.co/J6tQ0H2FaM #bbcqt",leave,"global financial authority the imf say leaving europe will be "" pretty bad to very very bad "" for the uk : <url> <hashtag>"
RT @lucycthomas: PM: This is irreversible. If we vote to leave I see no prospect of rejoining. It is final #bbcqt #EUref #StrongerIn,stay,rt : pm : this is irreversible if we vote to leave i see no prospect of rejoining it is final <hashtag> <hashtag> <hashtag>
Undecided in the referendum? Here are SIX reasons why we all have a brighter future by staying IN Europe. https://t.co/17jwWNYaSS #bbcqt,stay,undecided in the referendum here are six reasons why we all have a brighter future by staying in europe <url> <hashtag>
RT @amyhsrichards: .@David_Cameron: the vote on Thursday is irreversible. This is a final decision. #StrongerIn,stay,rt : : the vote on thursday is irreversible this is a final decision <hashtag>
Leaving Europe would wreck our economy and mean £36bn less for public services like the NHS. #bbcqt https://t.co/Qbn4xuD6VW,leave,leaving europe would wreck our economy and mean <number> bn less for public services like the nhs <hashtag> <url>
"RT @StrongerInPress: If experts said you shouldn't drive your car, you wouldn't. We should listen to experts who say leaving EU would damag…",stay,rt : if experts said you shouldn't drive your car you wouldn't we should listen to experts who say leaving eu would damag …
Prime Minister absolutely clear: our economy is #StrongerIN. Leaving would leave a blackhole in the public finances. #bbcqt,stay,prime minister absolutely clear : our economy is <hashtag> leaving would leave a blackhole in the public finances <hashtag>
The EU invested almost 1 billion pounds in UK research last year. British universities are #Strongerin https://t.co/NCJGaGIbSs #bbcqt,stay,the eu invested almost <number> billion pounds in uk research last year british universities are <hashtag> <url> <hashtag>
"Our world-class universities, from Oxford to Kent Uni, back our place in Europe. We are #StrongerIn https://t.co/hZN2W3f68N #bbcqt",stay,our world-class universities from oxford to kent uni back our place in europe we are <hashtag> <url> <hashtag>
RT @lucycthomas: PM: There'll be no saving from leaving EU there'll be a cost of £20-40bn according to experts the IFS #StrongerIn #bbcqt #…,stay,rt : pm : there'll be no saving from leaving eu there'll be a cost of <number> <number> bn according to experts the ifs <hashtag> <hashtag> <hashtag>
"Trade unions, economists, scientists, business leaders - the weight of support for REMAIN is enormous. #bbcqt https://t.co/a7vsiMcotI",stay,trade unions economists scientists business leaders - the weight of support for remain is enormous <hashtag> <url>
"RT @StrongerInPress: PM: Every economic expert - the IFS, the Bank of England, the IMF - are clear there will be a cost to leaving the EU #…",stay,rt : pm : every economic expert - the ifs the bank of england the imf - are clear there will be a cost to leaving the eu <hashtag>
RT @StrongerInPress: The IFS say leaving Europe would leave a £40bn black hole in the public finances - making an austerity Brexit budget i…,stay,rt : the ifs say leaving europe would leave a <number> bn black hole in the public finances - making an austerity brexit budget i …
9 out of 10 economists agree our economy will be hit if we leave the EU - meaning a bigger hole in our public finances #StrongerIN #bbcqt,stay,<number> out of <number> economists agree our economy will be hit if we leave the eu - meaning a bigger hole in our public finances <hashtag> <hashtag>
RT @StrongerInPress: PM: We're stronger and safer together. We face a dangerous and insecure world. We will be stronger in we work together…,stay,rt : pm : we're stronger and safer together we face a dangerous and insecure world we will be stronger in we work together …
"RT @wdjstraw: ""We'll be stronger if we work together"" says @David_Cameron - something everyone on the Remain side can get behind. #Stronger…",stay,"rt : "" we'll be stronger if we work together "" says - something everyone on the remain side can get behind <hashtag>"
David Cameron: let's work together with other countries to keep ourselves secure #StrongerIN #bbcqt,stay,david cameron : let's work together with other countries to keep ourselves secure <hashtag> <hashtag>
RT @lucycthomas: PM: whenever we see intolerance hatred and division we need to drive it out #BBCQT #EUref #StrongerIn,stay,rt : pm : whenever we see intolerance hatred and division we need to drive it out <hashtag> <hashtag> <hashtag>
"What has the EU ever done for us? How about these: dozens of positive, uplifting reasons to vote REMAIN #bbcqt https://t.co/dHyUQpE0RU",stay,what has the eu ever done for us how about these : dozens of positive uplifting reasons to vote remain <hashtag> <url>
Richard Branson knows business - this is why he thinks you should vote REMAIN: https://t.co/6v72UXvZi7 https://t.co/uNpHTftXiQ,stay,richard branson knows business - this is why he thinks you should vote remain : <url> <url>
RT @StrongerinhammS: Great to see @natalieben in Shepherd's Bush this PM. Fantastic turnout of #StrongerIn volunteers @LdnStrongerIn https:…,stay,rt : great to see in shepherd's bush this pm fantastic turnout of <hashtag> volunteers https : …
Leading business figure Richard Branson on why you should vote REMAIN on Thursday: https://t.co/6v72UXeoqz https://t.co/9mm15PiyM6,stay,leading business figure richard branson on why you should vote remain on thursday : <url> <url>
THANK YOU to all our supporters who have come together in this campaign to say we’re #StrongerIN https://t.co/NFOg60oSJ4,stay,thank you to all our supporters who have come together in this campaign to say we ’ re <hashtag> <url>
“My reputation is of being a risk-taker but leaving EU is not a risk I would want to take.” https://t.co/6v72UXeoqz https://t.co/uhMJ7NONai,leave,“ my reputation is of being a risk-taker but leaving eu is not a risk i would want to take ” <url> <url>
RT @Students4Europe: Generations coming together to say #VoteRemain! https://t.co/sIrnXeYON7,stay,rt : generations coming together to say <hashtag> <url>
RT @matthewbezzant: Crowds as far as the eye can see for the #BigIN #StrongerIn https://t.co/0lAqH2MF1P,stay,rt : crowds as far as the eye can see for the <hashtag> <hashtag> <url>
RT @ENStrongerin: Absolutely amazing joint session with @HaringeyEurope today at Myddleton Road Fair! Fab support for #StrongerIn https://t…,stay,rt : absolutely amazing joint session with today at myddleton road fair fab support for <hashtag> <url> …
RT @SWStrongerIn: Some #StrongerIn Sunday campaigning here in #Torquay. https://t.co/6vqR0QYQ5Y,stay,rt : some <hashtag> sunday campaigning here in <hashtag> <url>
RT @heidi_mp: Just one of our teams out in Blackheath today #StrongerIn https://t.co/FIRUUMbLNc,stay,rt : just one of our teams out in blackheath today <hashtag> <url>
"RT @EalingStays: Back in Ealing Broadway for the final push!

#VoteRemain #StrongerIn https://t.co/0mpA93FN00",stay,rt : back in ealing broadway for the final push <hashtag> <hashtag> <url>
"WATCH: Chancellor spells out the economic risk we face unless we vote REMAIN on Thursday:
https://t.co/WJBAPA3M8J",stay,watch : chancellor spells out the economic risk we face unless we vote remain on thursday : <url>
AMAZING show of support from people across the country today – we’re #StrongerIN https://t.co/5ed5He5APq,stay,amazing show of support from people across the country today – we ’ re <hashtag> <url>
RT @LdnStrongerIn: RT @IslingtonIn: Great turnout &amp; support for last Sunday campaigning on #Holloway road - get in @LdnStrongerIn ! http…,stay,rt : rt : great turnout amp ; support for last sunday campaigning on <hashtag> road - get in <elong> http …
RT @SamirDwesar: Fantastic street stall in #Croydon. So many people telling us they are #StrongerIn. @croydon_in @LdnStrongerIn https://t.c…,stay,rt : fantastic street stall in <hashtag> so many people telling us they are <hashtag> <url> …
"RT @scotstrongerin: Thanks to the team in Shawlands, spreading the #StrongerIn message #EUref https://t.co/tOBsDdrKe9",stay,rt : thanks to the team in shawlands spreading the <hashtag> message <hashtag> <url>
RT @PlymStrongerIn: We're soaking wet but back on the streets of Plymouth today. Only 5 days left to tell people why we're #StrongerIn. htt…,stay,rt : we're soaking wet but back on the streets of plymouth today only <number> days left to tell people why we're <hashtag> htt …
RT @WMidsStrongerIn: Amazing response for #Remain at #HarborneCarnival in #Birmingham today - drop by and say hello #StrongerIn https://t.c…,stay,rt : amazing response for <hashtag> at <hashtag> in <hashtag> today - drop by and say hello <hashtag> <url> …
